"","FollowNumber","Name","Age","DiversityScore"
"1414","2006","kayla","6",1.97621625436602
"1415","2601","kayla","6",1.49803283525444
"1416","2195","kayla","6",1.96856880937522
"1417","2570","kayla","6",1.66102953439513
"1418","2786","kayla","6",1.61594919824451
"1419","2928","kayla","6",1.8933294280576
"1420","4289","kayla","7",2.01664957920119
"1421","2842","kayla","6",1.81117377767673
"1422","2213","kayla","6",2.02216988545809
"1423","2790","kayla","6",1.27742687580574
"1424","1996","kayla","6",1.95692723289416
"1425","2360","kayla","6",2.12660534822539
"1426","2746","kayla","6",1.4252882799376
"1427","2754","kayla","6",1.88064999837611
"1428","3714","kayla","7",1.44156721193252
"1429","3851","kayla","7",1.86249484934261
"1430","2189","kayla","6",1.82186238730078
"1431","2931","kayla","6",2.04739961788772
"1432","2850","kayla","6",1.36311006913235
"1433","4331","kayla","7",1.9284371629049
"1434","2592","kayla","6",1.07429944200084
"1435","1988","kayla","6",0.963319706976781
"1436","2226","kayla","6",1.42098457608038
"1437","2072","kayla","6",1.49199323146743
"1438","2596","kayla","6",1.69549107563643
"1439","4199","kayla","7",1.59544762648668
"1440","2366","kayla","6",1.30092768181359
"1441","2757","kayla","6",1.50280298206371
"1442","2830","kayla","6",1.19362103933347
"1443","2937","kayla","6",1.87669178248196
"1444","4084","kayla","7",1.80421897200841
"1445","2863","kayla","6",2.2271147748495
"1446","2935","kayla","6",0.993170286310972
"1447","3766","kayla","7",1.98968956982373
"1448","2329","kayla","6",2.01399294820894
"1449","2866","kayla","6",1.97588303082107
"1450","2241","kayla","6",1.42038358511039
"1451","1734","kayla","6",1.31139980575359
"1452","2853","kayla","6",2.22050627746575
"1453","4088","kayla","7",1.44928984458672
"1454","1978","kayla","6",1.4259798182365
"1455","2933","kayla","6",1.0356139716122
"1456","4204","kayla","7",1.62421683457708
"1457","2355","kayla","6",1.58628386176642
"1458","2137","kayla","6",1.74646539316715
"1459","2192","kayla","6",1.13595470932592
"1460","1760","kayla","6",1.8722581979215
"1461","1907","kayla","6",1.80182122725082
"1462","1739","kayla","6",1.98301024229304
"1463","1742","kayla","6",1.31469269118811
"1464","1745","kayla","6",1.63473298769199
"1465","2207","kayla","6",1.86061430738346
"1466","2323","kayla","6",1.40907142092719
"1467","2612","kayla","6",1.36647795223562
"1468","2838","kayla","6",1.77057002241881
"1469","3878","kayla","7",1.24323677982516
"1470","2221","kayla","6",0.804601259760861
"1471","2211","kayla","6",0.764993672373749
"1472","2371","kayla","6",1.4939223500094
"1473","2871","kayla","6",1.28796121659978
"1474","4207","kayla","7",1.39656021769592
"1475","1911","kayla","6",1.93403585283815
"1476","2198","kayla","6",1.61491316798673
"1477","698","kayla","5",1.55601299862735
"1478","1764","kayla","6",1.29200687678175
"1479","1916","kayla","6",1.71729436483373
"1480","1973","kayla","6",0.937040820338979
"1481","2133","kayla","6",1.85457472171948
"1482","2135","kayla","6",1.63003185361126
"1483","2216","kayla","6",1.2769895429694
"1484","2231","kayla","6",1.1962486249418
"1485","2246","kayla","6",1.30413175437318
"1486","2350","kayla","6",0.994901710592456
"1487","2832","kayla","6",1.35160372797648
"1488","3700","kayla","7",1.20751065282728
"1489","4129","kayla","7",1.05267173467267
"1490","4195","kayla","7",0.809290726576157
"1491","4328","kayla","7",0.401861556999073
"1492","4337","kayla","7",0.631659149127536
"1493","9649","king","3",1.7832531556209
"1494","10599","king","4",1.52749334720787
"1495","9946","king","3",1.33356271173349
"1496","9789","king","3",1.54408669848893
"1497","3034","king","7",1.57053910333915
"1498","9952","king","3",1.95900566591251
"1499","9786","king","3",1.65673733546299
"1500","10442","king","4",2.08252915094061
"1501","9954","king","3",1.05469074788903
"1502","9838","king","3",1.42390299254416
"1503","3021","king","7",2.05924121899507
"1504","10273","king","4",1.91739678063848
"1505","3041","king","7",1.17834258887751
"1506","2996","king","7",1.4746705488552
"1507","9944","king","3",1.90786196206706
"1508","2965","king","7",1.87005026832673
"1509","9653","king","3",1.20955396896383
"1510","9783","king","3",1.66671882976579
"1511","9411","king","3",2.11780333392984
"1512","9418","king","3",1.60991287012318
"1513","2978","king","7",1.78422540699771
"1514","9515","king","3",2.01483294350355
"1515","9512","king","3",1.39244501304889
"1516","9296","king","3",1.83429790761784
"1517","2997","king","7",1.31778723196356
"1518","9579","king","3",1.3666436125413
"1519","3127","king","7",1.48970741791791
"1520","9518","king","3",1.87735428331427
"1521","10148","king","4",1.34823130130867
"1522","2980","king","7",1.26237938087255
"1523","3129","king","7",2.41412671730135
"1524","8630","king","2",1.178421521602
"1525","9089","king","3",1.64387682369583
"1526","8936","king","3",2.00332998269506
"1527","9457","king","3",1.32333150152462
"1528","10271","king","4",0.864303500237935
"1529","2970","king","7",1.13308984979777
"1530","9651","king","3",1.30261698787898
"1531","3117","king","7",1.70439984501223
"1532","7919","king","1",0.544545902820113
"1533","8883","king","2",1.60782191357593
"1534","8885","king","2",0.952727469480453
"1535","8887","king","2",1.25167816161616
"1536","8889","king","2",1.40971669148578
"1537","8891","king","2",1.59249950165868
"1538","8928","king","3",1.5910153320816
"1539","8930","king","3",1.11005581346543
"1540","8932","king","3",1.05316147214022
"1541","9027","king","3",1.08927460781734
"1542","9085","king","3",0.727722650069057
"1543","9105","king","3",1.16225910489126
"1544","9107","king","3",1.38975574741073
"1545","9109","king","3",0.908789989279392
"1546","9290","king","3",0.783519762303442
"1547","9300","king","3",0.691164541320862
"1548","9302","king","3",0.976304007802074
"1549","9305","king","3",0.315311746411437
"1550","9407","king","3",2.02628782268425
"1551","9415","king","3",1.50792416967519
"1552","9424","king","3",0.881478325909843
"1553","9452","king","3",1.65423922687508
"1554","9455","king","3",1.39865393463311
"1555","9521","king","3",1.14087103760884
"1556","9524","king","3",0.982427234772322
"1557","9587","king","3",1.33477451775626
"1558","9647","king","3",1.21955985564307
"1559","9655","king","3",1.11098595951046
"1560","9776","king","3",1.28411674518878
"1561","9780","king","3",1.28524889847029
"1562","9826","king","3",1.65014815266291
"1563","9829","king","3",1.2118748593176
"1564","9832","king","3",0.68430757887996
"1565","9835","king","3",0.685459633611679
"1566","9950","king","3",1.10456024466726
"1567","10036","king","4",1.44550083487801
"1568","10040","king","4",1.42248769495232
"1569","10045","king","4",0.930389689011539
"1570","10381","king","4",1.65217241454173
"1571","10438","king","4",1.82093156644171
"1572","10444","king","4",1.00116846733234
"1573","10446","king","4",0.661295577817703
"1574","10449","king","4",0.716419769026302
"1575","10576","king","4",1.27403282765564
"1576","10578","king","4",0.955418297214489
"1577","10593","king","4",0.41400310121704
"1578","10595","king","4",1.48007793367009
"1579","10625","king","4",1.09726810601919
"1580","10661","king","4",1.63039681308393
"1581","10703","king","4",1.25363794424128
"1582","2567","bibi","6",1.91791950353673
"1583","1556","bibi","6",1.413807461205
"1584","2569","bibi","6",1.68338499954388
"1585","1417","bibi","6",1.86804225095485
"1586","1635","bibi","6",1.79719466690701
"1587","1587","bibi","6",2.00258587233735
"1588","1528","bibi","6",1.50476484360812
"1589","748","bibi","5",1.37741843443416
"1590","1731","bibi","6",1.90783471236494
"1591","1430","bibi","6",0.831417995913593
"1592","773","bibi","5",1.81900599179407
"1593","1426","bibi","6",1.86547553475688
"1594","1549","bibi","6",1.25985535042781
"1595","1706","bibi","6",1.72553921152623
"1596","1566","bibi","6",1.01293952442659
"1597","1637","bibi","6",1.70909972056219
"1598","2576","bibi","6",1.63503106616634
"1599","1384","bibi","6",2.108602409893
"1600","2083","bibi","6",1.74767072087862
"1601","1682","bibi","6",2.10200216811973
"1602","1613","bibi","6",2.21487863500721
"1603","562","bibi","5",0.945719946403873
"1604","569","bibi","5",1.8362693050024
"1605","1543","bibi","6",1.54198738931216
"1606","1729","bibi","6",1.71496407455301
"1607","1216","bibi","6",1.84317456379745
"1608","1600","bibi","6",2.04275042788542
"1609","746","bibi","5",1.68819164887663
"1610","1686","bibi","6",1.73114677267862
"1611","1702","bibi","6",1.22050202616176
"1612","1790","bibi","6",1.9320148505786
"1613","1698","bibi","6",1.84246897497727
"1614","1610","bibi","6",2.12467247013989
"1615","1730","bibi","6",1.38567317064849
"1616","1690","bibi","6",1.9021518618134
"1617","1583","bibi","6",1.82336384182133
"1618","1639","bibi","6",1.23181278495404
"1619","1733","bibi","6",1.12413354808308
"1620","1775","bibi","6",1.71088914078699
"1621","1726","bibi","6",1.48130164940581
"1622","1773","bibi","6",1.92424837963591
"1623","207","bibi","4",1.39251390410248
"1624","1591","bibi","6",1.23508777369329
"1625","565","bibi","5",1.5451379233554
"1626","1713","bibi","6",1.37510167288582
"1627","1716","bibi","6",1.14610062510254
"1628","1782","bibi","6",0.828671063324354
"1629","4138","ml08jan02a","7",1.86818275063151
"1630","100034","fml04mar23_rk","7",0.47713931337932
"1631","5824","berani","4",1.13221324921195
"1632","5455","berani","3",1.49281998705805
"1633","5827","berani","4",1.15858617096394
"1634","5836","berani","4",1.32335295991173
"1635","4630","berani","2",1.43733218662134
"1636","5625","berani","4",1.56002707196092
"1637","5453","berani","3",1.86353953956614
"1638","5852","berani","4",1.33822259285039
"1639","6853","berani","6",1.25958313021344
"1640","5959","berani","4",1.2179487850428
"1641","5254","berani","3",2.34064968789268
"1642","7102","berani","6",1.71712267237022
"1643","5459","berani","3",0.806544064002062
"1644","6872","berani","6",1.84161131166159
"1645","5457","berani","3",1.09026626887549
"1646","5629","berani","4",1.50000084064077
"1647","7156","berani","6",1.75937201537081
"1648","6332","berani","5",0.426099086761628
"1649","6852","berani","6",0.858917877874408
"1650","4625","berani","2",1.51039264249992
"1651","6876","berani","6",1.61765241027447
"1652","7059","berani","6",1.46713478360902
"1653","5266","berani","3",1.76950127097419
"1654","6875","berani","6",1.11756057509952
"1655","5850","berani","4",1.07184544609526
"1656","5243","berani","3",1.79577666768351
"1657","5249","berani","3",1.16782196068712
"1658","5257","berani","3",1.41296178488467
"1659","5451","berani","3",1.43912146794997
"1660","5961","berani","4",1.58545285332514
"1661","5902","berani","4",0.607064944814823
"1662","5954","berani","4",1.27007397946146
"1663","5956","berani","4",1.71012791074663
"1664","7153","berani","6",1.38474890464042
"1665","5621","berani","4",1.03381434662413
"1666","4628","berani","2",0.986907835933704
"1667","5012","berani","3",1.25238980439857
"1668","5246","berani","3",1.66212249486296
"1669","5252","berani","3",2.16655366491724
"1670","5832","berani","4",0.974923619060991
"1671","6256","berani","5",0.433398873290746
"1672","6776","berani","6",0.8296671463209
"1673","6777","berani","6",1.52874161234764
"1674","6854","berani","6",0.893126774305304
"1675","6871","berani","6",1.28142954140419
"1676","7098","berani","6",1.56233796925038
"1677","7105","berani","6",1.65567355802511
"1678","3629","uml30mar01","2",1.12830279755583
"1679","6181","dinda","6",1.07982654904314
"1680","6180","dinda","6",0.907732999357879
"1681","4685","dinda","3",1.2887659213446
"1682","4681","dinda","3",2.13891023535993
"1683","4671","dinda","3",1.43496198383168
"1684","6178","dinda","6",0.385944985545332
"1685","4678","dinda","3",2.35163345177839
"1686","4669","dinda","3",1.8354527645774
"1687","5994","dinda","5",0.80048739068512
"1688","6384","dinda","6",1.21336684933494
"1689","6417","duwyk","3",0.966924316519985
"1690","7144","duwyk","5",1.80636173592562
"1691","7149","duwyk","5",1.43956937836038
"1692","7145","duwyk","5",0.945495043338942
"1693","6390","duwyk","3",0.703369306309347
"1694","6064","duwyk","3",1.76129525862818
"1695","6058","duwyk","3",1.11435379771549
"1696","6014","duwyk","3",2.02108890884718
"1697","6059","duwyk","3",1.70947520935097
"1698","6437","duwyk","3",1.3076603790336
"1699","6044","duwyk","3",1.78958933138084
"1700","6056","duwyk","3",1.64985977811557
"1701","6062","duwyk","3",1.97901662263335
"1702","6282","duwyk","3",0.990833442700814
"1703","6420","duwyk","3",0.944083255714493
"1704","7147","duwyk","5",0.894622790809958
"1705","5399","codet","7",1.57914665889319
"1706","5911","codet","7",1.68702965704197
"1707","6142","codet","7",1.16283398988967
"1708","6615","codet","7",2.31944699852542
"1709","5728","codet","7",1.55576947700643
"1710","5354","codet","7",1.52910526384342
"1711","6148","codet","7",1.49835149934891
"1712","5110","codet","7",2.31305170819477
"1713","5234","codet","7",1.44884758304187
"1714","5250","codet","7",1.73541610900565
"1715","6574","codet","7",0.996470956276376
"1716","5556","codet","7",1.24429617326989
"1717","6324","codet","7",1.43001660742525
"1718","5400","codet","7",1.86724573844501
"1719","5383","codet","7",2.05293188205741
"1720","5472","codet","7",1.71854119404063
"1721","6632","codet","7",2.27295521171633
"1722","5350","codet","7",1.32406101025492
"1723","5372","codet","7",1.27392595614563
"1724","6585","codet","7",1.88382873740204
"1725","6150","codet","7",1.37610369199585
"1726","6235","codet","7",1.06739821720809
"1727","5090","codet","7",1.36775155911667
"1728","5351","codet","7",1.5220396254736
"1729","6517","codet","7",1.73845350515477
"1730","6563","codet","7",1.4420179949033
"1731","6595","codet","7",1.70778181794428
"1732","6450","codet","7",1.2275261523444
"1733","5938","codet","7",1.23957892872911
"1734","6098","codet","7",1.36726576437516
"1735","6634","codet","7",2.13735534660135
"1736","6612","codet","7",1.72203109204345
"1737","6126","codet","7",0.650281491442664
"1738","5233","codet","7",1.56045267565734
"1739","5474","codet","7",1.29770549532282
"1740","5031","codet","7",0.783458819848168
"1741","5084","codet","7",0.699335398538777
"1742","5095","codet","7",1.38757951872681
"1743","5229","codet","7",1.36717443375718
"1744","5232","codet","7",1.15467907387959
"1745","5247","codet","7",1.33573966718244
"1746","5261","codet","7",1.03237716806844
"1747","5349","codet","7",1.79618434810176
"1748","5352","codet","7",1.2873083932632
"1749","5377","codet","7",1.40312243241785
"1750","5380","codet","7",1.80107427742452
"1751","5398","codet","7",1.80956439817421
"1752","5466","codet","7",1.51626992022082
"1753","5467","codet","7",0.898907148780844
"1754","5468","codet","7",0.864582289725258
"1755","5470","codet","7",1.11154466696067
"1756","5473","codet","7",1.01171344008188
"1757","5727","codet","7",1.58182290174441
"1758","5937","codet","7",0.735117326845546
"1759","5939","codet","7",1.06107578209577
"1760","5940","codet","7",1.18373649376491
"1761","6101","codet","7",1.1818010045962
"1762","6128","codet","7",0.283311408510833
"1763","6238","codet","7",1.42036112457281
"1764","6240","codet","7",1.17915422713923
"1765","6562","codet","7",1.0422866662377
"1766","6564","codet","7",0.925601515458254
"1767","6565","codet","7",1.15370824932425
"1768","6588","codet","7",1.35281040843578
"1769","6633","codet","7",1.23905253194719
"1770","6636","codet","7",2.40992980463256
"1771","6760","codet","7",1.36022403873794
"1772","6763","codet","7",0.147828733540731
"1773","6863","codet","7",1.35890655450506
"1774","6864","codet","7",1.90203069156958
"1775","6913","codet","7",1.81116275627972
"1776","5532","uok","3",1.31966639220476
"1777","5014","uok","2",1.82881923074955
"1778","4883","uok","2",1.0440432908452
"1779","4874","uok","2",1.97480727908411
"1780","4885","uok","2",1.19484296819379
"1781","4635","uok","1",1.27097140421261
"1782","4915","uok","2",0.851590626815581
"1783","5539","uok","3",1.74953942105019
"1784","5006","uok","2",1.68500793136711
"1785","5094","uok","2",1.76301774465662
"1786","4876","uok","2",1.63481554657703
"1787","4878","uok","2",1.28310938517062
"1788","5016","uok","2",1.58088047206385
"1789","5088","uok","2",1.46817855148437
"1790","4824","uok","2",2.00988358796256
"1791","5536","uok","3",1.85418265583568
"1792","4639","uok","1",1.43160305297553
"1793","4925","uok","2",0.788054425171126
"1794","4828","uok","2",1.82807996546368
"1795","4835","uok","2",1.55749736592383
"1796","4847","uok","2",1.60798648817768
"1797","4891","uok","2",1.49943060978754
"1798","4988","uok","2",0.480368694319113
"1799","5004","uok","2",1.56472352845826
"1800","5083","uok","2",2.05867496245179
"1801","65","tumor belly","7",1.6566041491098
"1802","148","tumor belly","7",0.749426814480289
"1803","124","tumor belly","7",0.586981196645582
"1804","169","tumor belly","7",0.843107997480198
"1805","172","tumor belly","7",0.486741881918925
"1806","174","tumor belly","7",1.16722312474846
"1807","7032","vanna","3",1.57518399142747
"1808","7111","vanna","3",1.76851988786301
"1809","7086","vanna","3",1.0164196172603
"1810","7088","vanna","3",1.3627586057992
"1811","7034","vanna","3",1.0624959522036
"1812","6076","vanna","1",0.163023629494366
"1813","7025","vanna","3",0.654909063182464
"1814","7027","vanna","3",0.619051105164635
"1815","7030","vanna","3",0.971436258455157
"1816","7090","vanna","3",0.998074884597399
"1817","7092","vanna","3",1.78609484754173
"1818","7094","vanna","3",0.783367460918057
"1819","7101","vanna","3",1.68991006026789
"1820","7104","vanna","3",1.41125717255995
"1821","7108","vanna","3",1.63339451859607
"1822","7169","alfred","7",1.9349948713418
"1823","7115","alfred","7",1.88474158319959
"1824","7587","alfred","7",2.10382034085404
"1825","7120","alfred","7",2.01701511064878
"1826","9519","alfred","7",1.15627626713727
"1827","7171","alfred","7",1.92250059588856
"1828","8950","alfred","7",0.893878302324091
"1829","8954","alfred","7",1.48127685590461
"1830","9621","alfred","7",1.45003978031922
"1831","9627","alfred","7",0.990943722690468
"1832","6905","alfred","7",1.76337721393739
"1833","9591","alfred","7",1.38369993442364
"1834","7380","alfred","7",1.42752085892315
"1835","7141","alfred","7",2.17587687432768
"1836","7134","alfred","7",2.08669198603315
"1837","7122","alfred","7",2.63148076174259
"1838","8960","alfred","7",1.95189364146016
"1839","9206","alfred","7",1.01516151123711
"1840","7167","alfred","7",1.0830450245475
"1841","7304","alfred","7",2.00282853719844
"1842","6754","alfred","7",1.32949107413381
"1843","9600","alfred","7",1.03573536966618
"1844","9679","alfred","7",0.649149324904193
"1845","6928","alfred","7",1.85048193209669
"1846","9060","alfred","7",1.82711102710282
"1847","6749","alfred","7",1.48852102772014
"1848","6751","alfred","7",1.27046320204433
"1849","6904","alfred","7",1.46359082279058
"1850","6926","alfred","7",1.52289019449155
"1851","6934","alfred","7",0.919354882917026
"1852","7117","alfred","7",1.03081183490037
"1853","7119","alfred","7",0.968058548638795
"1854","7227","alfred","7",2.32981876962014
"1855","7234","alfred","7",2.14976833305672
"1856","7303","alfred","7",1.35237931609427
"1857","8943","alfred","7",1.66777358819949
"1858","8944","alfred","7",0.783055940699586
"1859","8946","alfred","7",1.47844196372018
"1860","8948","alfred","7",0.756972548855488
"1861","8949","alfred","7",0.817310084334883
"1862","8951","alfred","7",1.1911599912034
"1863","8957","alfred","7",1.50088586523458
"1864","9055","alfred","7",0.515114839293837
"1865","9063","alfred","7",1.57646201997631
"1866","9066","alfred","7",1.05122328192114
"1867","9078","alfred","7",1.92147447524091
"1868","9211","alfred","7",0.630134207830758
"1869","9216","alfred","7",1.15930500716123
"1870","9218","alfred","7",1.86314869221816
"1871","9222","alfred","7",0.689746925928712
"1872","9259","alfred","7",1.83278743259233
"1873","9267","alfred","7",0.61739491131592
"1874","9276","alfred","7",0.6776452716535
"1875","9280","alfred","7",0.757779369726807
"1876","9306","alfred","7",0.609050747603517
"1877","9307","alfred","7",0.9714715075601
"1878","9308","alfred","7",0.861789773652527
"1879","9312","alfred","7",0.134788145878948
"1880","9318","alfred","7",1.47881888799344
"1881","9326","alfred","7",1.1158062634085
"1882","9327","alfred","7",0.527912461196506
"1883","9329","alfred","7",1.99420635971763
"1884","9447","alfred","7",0.979696328017006
"1885","9453","alfred","7",1.50731827358346
"1886","9470","alfred","7",0.425910999171668
"1887","9471","alfred","7",1.02565614201283
"1888","9476","alfred","7",1.16495366546738
"1889","9477","alfred","7",1.37927849057859
"1890","9480","alfred","7",0.391584299629621
"1891","9481","alfred","7",0.575577716197459
"1892","9482","alfred","7",0.805453380434671
"1893","9513","alfred","7",0.890598272269563
"1894","9516","alfred","7",0.825620581476164
"1895","9522","alfred","7",1.69788233236787
"1896","9525","alfred","7",0.266947853104228
"1897","9567","alfred","7",0.141488498271311
"1898","9599","alfred","7",0.773078485078063
"1899","9601","alfred","7",0.394159504835836
"1900","9615","alfred","7",1.14714528403565
"1901","9618","alfred","7",0.779822929665951
"1902","9624","alfred","7",0.67877282150442
"1903","9677","alfred","7",0.415696989937629
"1904","9680","alfred","7",0.202369115745735
"1905","3997","astpal","7",1.36108467971865
"1906","4013","astpal","7",1.40226638948993
"1907","4080","astpal","7",1.92922672894184
"1908","4023","astpal","7",2.24375552357099
"1909","4076","astpal","7",1.53128182493642
"1910","3971","astpal","7",0.582162669074611
"1911","3985","astpal","7",1.34338161344919
"1912","4150","astpal","7",0.583317305651643
"1913","4341","astpal","7",1.56628090754568
"1914","4345","astpal","7",1.62701400410441
"1915","5887","benny","1",1.18432111567646
"1916","6807","benny","3",1.72579945031812
"1917","7106","benny","3",1.81455693716292
"1918","6803","benny","3",1.16045236328064
"1919","5889","benny","1",1.05505560113547
"1920","7116","benny","3",2.31040265489864
"1921","6002","benny","2",1.102098567692
"1922","6004","benny","2",1.87075450066271
"1923","7114","benny","3",1.64325447755577
"1924","5883","benny","1",0.200583594627875
"1925","5932","benny","2",1.98205313981683
"1926","5925","benny","2",1.81292176987023
"1927","5928","benny","2",2.02751508039882
"1928","6008","benny","2",0.909384141518489
"1929","5879","benny","1",0.455079044967395
"1930","5884","benny","1",0.826854164044641
"1931","5891","benny","1",0.693147180559945
"1932","5919","benny","2",1.70249152574134
"1933","5927","benny","2",1.65839259174542
"1934","5931","benny","2",1.63143704431693
"1935","6000","benny","2",2.00740861164839
"1936","6373","benny","2",1.69192243283704
"1937","6381","benny","2",1.10068389248368
"1938","7109","benny","3",0.998330307083795
"1939","7112","benny","3",1.97698073274712
"1940","81","shea","7",1.65437636186589
"1941","78","shea","7",1.60130982613591
"1942","139","shea","7",1.35710123724029
"1943","84","shea","7",0.90812966657793
"1944","3576","moss","3",1.30220495911377
"1945","7085","dolia","3",1.10692612751105
"1946","6355","dolia","2",1.80950761648689
"1947","6353","dolia","2",2.04759765263466
"1948","6089","dolia","2",1.81298892619596
"1949","6360","dolia","2",0.606694992757827
"1950","6173","dolia","2",1.87770360345162
"1951","7093","dolia","3",1.26273111800064
"1952","6081","dolia","2",0.66384931876308
"1953","6083","dolia","2",0.219032521789021
"1954","6085","dolia","2",1.79761405626979
"1955","6329","dolia","2",1.90198721501554
"1956","6363","dolia","2",1.09010902610369
"1957","7087","dolia","3",0.890190804698829
"1958","7091","dolia","3",0.684405163091173
"1959","5160","kan","3",1.39286511950788
"1960","5100","kan","2",1.68078712343032
"1961","5125","kan","3",1.3091633155956
"1962","4978","kan","2",1.01231768702551
"1963","5104","kan","2",2.05339332306953
"1964","4913","kan","2",0.521879770412055
"1965","4976","kan","2",1.04975994625561
"1966","4918","kan","2",0.718352497274564
"1967","4785","kan","2",0.913092453192594
"1968","4783","kan","2",1.34039038162006
"1969","4923","kan","2",0.470596076828618
"1970","4964","kan","2",1.18783833378563
"1971","4970","kan","2",1.5561599399845
"1972","3640","bekti","3",1.58322351654271
"1973","3139","bekti","3",2.38313676957346
"1974","3474","bekti","3",2.03757934925781
"1975","2115","bekti","2",0.306413338934295
"1976","3476","bekti","3",1.5877874576489
"1977","3034","bb king","7",1.57053910333915
"1978","3021","bb king","7",2.05924121899507
"1979","3041","bb king","7",1.17834258887751
"1980","2996","bb king","7",1.4746705488552
"1981","2965","bb king","7",1.87005026832673
"1982","2978","bb king","7",1.78422540699771
"1983","2997","bb king","7",1.31778723196356
"1984","3127","bb king","7",1.48970741791791
"1985","2980","bb king","7",1.26237938087255
"1986","3129","bb king","7",2.41412671730135
"1987","2970","bb king","7",1.13308984979777
"1988","3117","bb king","7",1.70439984501223
"1989","5092","indah","2",1.71206304450633
"1990","5984","indah","3",1.29386451616047
"1991","5980","indah","3",1.20906408583608
"1992","5117","indah","2",0.949790353500634
"1993","5990","indah","3",1.23962105501083
"1994","5200","indah","2",1.40476882141465
"1995","5097","indah","2",2.37105144867193
"1996","5988","indah","3",1.08906665947348
"1997","5203","indah","2",1.89851244446421
"1998","5086","indah","2",1.77836729249744
"1999","5198","indah","2",1.86187750979327
"2000","5081","indah","2",1.41027825625493
"2001","5121","indah","2",0.856657484275667
"2002","5194","indah","2",1.58058315401134
"2003","5986","indah","3",1.15158493611108
"2004","4934","neli","4",0.946812183788749
"2005","4117","wendell","7",1.65839507617389
"2006","4122","wendell","7",1.15517718165297
"2007","7494","hannah","3",0.162609348967005
"2008","7492","hannah","3",0.693140787783499
"2009","7496","hannah","3",0.916456634168806
"2010","7606","tawni","2",0.919274052111458
"2011","9155","tawni","4",1.9151075222781
"2012","9097","tawni","4",1.97974336617469
"2013","7567","tawni","2",0.724610538608451
"2014","8350","tawni","3",1.84220843821149
"2015","8959","tawni","4",0.954968418813393
"2016","9101","tawni","4",1.62545197023519
"2017","9087","tawni","4",2.00869019196555
"2018","9000","tawni","4",1.87780003465116
"2019","7592","tawni","2",1.77482573600311
"2020","7637","tawni","2",0.953741624516369
"2021","7610","tawni","2",1.54054539181673
"2022","7631","tawni","2",0.689906791701363
"2023","7464","tawni","2",1.55140659131355
"2024","7466","tawni","2",0.693144249192062
"2025","7470","tawni","2",0.636514168294813
"2026","7559","tawni","2",0.69311077899535
"2027","7562","tawni","2",1.02489101143291
"2028","7569","tawni","2",0.575294371793984
"2029","7598","tawni","2",0.781305139418422
"2030","7633","tawni","2",0.34169532722042
"2031","7635","tawni","2",0.62642627153112
"2032","8345","tawni","3",1.82643581177812
"2033","8354","tawni","3",2.04168107716987
"2034","8360","tawni","3",2.22134464568643
"2035","8735","tawni","3",1.27453357343539
"2036","8737","tawni","3",1.55656694843054
"2037","8739","tawni","3",1.43705371618417
"2038","8741","tawni","3",1.09192272409888
"2039","8743","tawni","3",1.10676211181604
"2040","8823","tawni","4",1.4060321920796
"2041","8899","tawni","4",1.52736890174355
"2042","8956","tawni","4",1.46622771092239
"2043","8962","tawni","4",0.314492201281411
"2044","8992","tawni","4",1.58968110257363
"2045","8994","tawni","4",0.854356079771944
"2046","8996","tawni","4",0.585127114134949
"2047","9006","tawni","4",0.399246995666075
"2048","9091","tawni","4",1.2098731882835
"2049","9099","tawni","4",0.964132721713693
"2050","9141","tawni","4",1.76267915897875
"2051","9148","tawni","4",0.346484221363972
"2052","9159","tawni","4",1.08411298582825
"2053","9165","tawni","4",1.61306096863677
"2054","9405","tawni","4",1.65028854406717
"2055","6032","prabu","7",1.22432174621915
"2056","6953","prabu","7",1.15478875487149
"2057","6026","prabu","7",0.889838257897103
"2058","6024","prabu","7",0.95194953959586
"2059","5052","prabu","7",0.884668994748028
"2060","5068","prabu","7",1.66981796258112
"2061","6444","prabu","7",1.19138272461169
"2062","5051","prabu","7",0.719159924572499
"2063","6931","prabu","7",1.37536797879008
"2064","4960","prabu","7",0.648979426612007
"2065","5067","prabu","7",1.27946637221319
"2066","6621","prabu","7",1.54602176948529
"2067","5060","prabu","7",0.89772448157587
"2068","6947","prabu","7",2.17410853207998
"2069","4926","prabu","7",0.842675432457263
"2070","4928","prabu","7",0.354235858358711
"2071","4929","prabu","7",0.58619642256471
"2072","4930","prabu","7",0.74687536089356
"2073","4961","prabu","7",0.545292027857693
"2074","4962","prabu","7",0.550344579433848
"2075","5038","prabu","7",0.594311908038759
"2076","5107","prabu","7",1.42866664983477
"2077","5208","prabu","7",1.19352489066688
"2078","6445","prabu","7",1.08079197847317
"2079","6622","prabu","7",0.733450002627443
"2080","6932","prabu","7",1.4508581561608
"2081","6933","prabu","7",0.505011394927429
"2082","6945","prabu","7",0.841531797405221
"2083","6949","prabu","7",1.00570900630439
"2084","8101","prabu","7",0.610553513398148
"2085","6494","lupus","7",1.09257607016332
"2086","6498","lupus","7",1.12808036466127
"2087","6547","lupus","7",1.65229365060424
"2088","6536","lupus","7",1.16251619665351
"2089","6486","lupus","7",0.846084003975943
"2090","6495","lupus","7",0.926405498243931
"2091","6513","lupus","7",2.03410160603633
"2092","6540","lupus","7",0.680589344646524
"2093","7008","lupus","7",1.59095501514766
"2094","6546","lupus","7",1.44752714427252
"2095","6492","lupus","7",0.77514027452537
