"","Follow Number","Name","Minutes awake","Age","Age class lookup","TravelHangBranchs","EatHangGrounds","RestHangGrounds","RestBipedalIbus","TravelSlowClamberNests","EatSitIbus","TravelTreeSwayTrunks","EatQuadBranchs","RestHangNests","TravelBrachiateGrounds","EatLieDownBranchs","RestBipedalGrounds","RestBipedalTrunks","TravelSlowClamberGrounds","TravelQuadBranchs","RestBipedalNests","RestSitTrunks","EatBipedalTrunks","TravelBrachiateLianas","RestSitGrounds","RestSitIbus","EatSitGrounds","TravelSlowClamberTrunks","PlayHangIbu","RestQuadIbus","EatSitTrunks","RestQuadBranchs","RestBipedalLianas","EatHangIbus","TravelQuadGrounds","PlayBipedalBranch","EatSitNests","RestBipedalCrotchs","RestHangTrunks","RestLieDownNests","EatBipedalLianas","EatBipedalCrotchs","TravelSlowClamberLianas","EatHangTrunks","TravelSlowClamberCrotchs","PlaySitCrotch","PlayHangCrotch","RestHangCrotchs","PlayHangLiana","TravelTreeSwayBranchs","PlaySitBranch","RestHangLianas","RestSitLianas","RestBipedalBranchs","ClingHangIbus","RestLieDownBranchs","RestLieDownCrotchs","EatHangLianas","EatSitLianas","PlayHangBranch","EatBipedalBranchs","RestHangBranchs","RestHangIbus","EatHangBranchs","TravelSlowClamberBranchs","RestSitBranchs","PlayBrachiateBL","PlayQuadrupedalBCLINT","PlayHangGNT","TravelBrachiateNT","PlaySlowClamberBCLT","TravelTreeSwayCGLN","PlayLieDownBCLINT","EatBipedalGIN","TravelQuadCLNT","TravelBipedalBCGLNT","EatQuadCGILT","PlayBipedalCILNT","EatLieDownCGILNT","PlaySitILNT","RestLieDownGILT","RestQuadCGLNT"
"1",6577,"Walimah",634,"7","adult female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481072555205047,0,0.00157728706624606,0,0,0,0,0.00157728706624606,0.00315457413249211,0,0,0,0.0717665615141956,0,0.962145110410095,0.0465299684542587,0.141955835962145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2663,"Misha",655,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000763358778625954,0,0,0,0,0,0,0,0,0.00152671755725191,0.00152671755725191,0.00305343511450382,0,0,0,0.0152671755725191,0,0,0,0.00458015267175573,0,0.569465648854962,0.0922391857506361,0.281806615776081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",4502,"Walimah",655,"2","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610687022900763,0,0.00458015267175573,0,0,0.00152671755725191,0.0213740458015267,0,0,0,0,0.105343511450382,0,0.0312977099236641,0.033587786259542,0.484732824427481,0.033587786259542,0.083969465648855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",655,"Misha",646,"3","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139318885448916,0,0.00154798761609907,0,0,0,0,0,0,0,0,0.00309597523219814,0,0.0139318885448916,0.00154798761609907,0,0,0.0232198142414861,0.0263157894736842,0,0.0464396284829721,0.0232198142414861,0,0.479102167182663,0.0735294117647059,0.0278637770897833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1326,"Roman",490,"7","flanged male",0,0,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102040816326531,0,0,0,0,0,0,0,0,0,0,0.00612244897959184,0,0,0,0,0,0,0,0,0,0.00204081632653061,0.00306122448979592,0,0.0204081632653061,0,0.0142857142857143,0,0,0.0510204081632653,0.00612244897959184,0,0.587755102040816,0.0448979591836735,0.198979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2560,"Misha",599,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918196994991653,0.013355592654424,0.0175292153589316,0,0,0,0,0,0,0.01669449081803,0.0242070116861436,0,0.479131886477462,0.0333889816360601,0.0909849749582638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",4064,"Misha",678,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368731563421829,0,0,0,0,0,0,0.00737463126843658,0,0,0.00589970501474926,0.00147492625368732,0.0427728613569322,0.00221238938053097,0,0,0.051622418879056,0,0,0,0.00147492625368732,0,0,0,0,0,0.023598820058997,0,0,0,0.0774336283185841,0,0.414454277286136,0.0855457227138643,0.0250737463126844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2459,"Misha",690,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797101449275362,0.00144927536231884,0,0,0,0,0,0,0,0,0,0.00144927536231884,0,0,0,0,0,0,0,0,0.0152173913043478,0.00289855072463768,0.0195652173913043,0,0.00144927536231884,0,0.247826086956522,0.0260869565217391,0,0,0.0231884057971014,0,0.401449275362319,0.0485507246376812,0.144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2555,"Misha",735,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158730158730159,0.019047619047619,0,0,0,0,0,0,0,0,0.0204081632653061,0.0360544217687075,0,0.00952380952380952,0,0,0,0,0,0,0.0183673469387755,0.00136054421768707,0.00272108843537415,0,0,0,0.0285714285714286,0.0299319727891156,0,0.0816326530612245,0.00884353741496599,0,0.366666666666667,0.0297052154195011,0.0163265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136054421768707
"10",3393,"Misha",435,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035632183908046,0.128735632183908,0,0,0,0,0.106896551724138,0.0114942528735632,0,0,0.035632183908046,0,0.58735632183908,0.0436781609195402,0.24367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",4280,"Walimah",731,"2","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027359781121751,0.00683994528043776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287277701778386,0,0,0.00957592339261286,0.00820793433652531,0.0177838577291382,0,0,0,0,0,0.135430916552668,0.0164158686730506,0.180574555403557,0,0.325581395348837,0.0711354309165527,0.156634746922025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",3390,"Roman",616,"7","flanged male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811688311688312,0,0.00243506493506494,0,0,0,0,0,0,0,0.00730519480519481,0,0,0,0.00324675324675325,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0.00568181818181818,0.00487012987012987,0.0137987012987013,0,0,0,0,0,0,0,0.0113636363636364,0,0.372564935064935,0.0608766233766234,0.232142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405844155844156
"13",5534,"Betsy",663,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0.00301659125188537,0,0,0,0.0150829562594268,0,0,0,0,0,0.0143288084464555,0,0.343891402714932,0.0369532428355958,0.136500754147813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",5056,"Betsy",670,"4","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0,0,0,0,0.0447761194029851,0,0,0.0716417910447761,0.0223880597014925,0,0,0.335820895522388,0.063681592039801,0.197512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2553,"Misha",643,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777604976671851,0,0,0,0,0,0,0,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0.0116640746500778,0.0108864696734059,0.0108864696734059,0,0,0,0.00777604976671851,0,0,0,0.0303265940902022,0,0.337480559875583,0.0373250388802488,0.0692068429237947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233281493001555,0
"16",2549,"Misha",807,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619578686493185,0,0,0,0,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0.000619578686493185,0,0,0,0,0,0,0,0,0.0105328376703841,0.016728624535316,0.00743494423791822,0,0,0.00867410161090459,0.0136307311028501,0.0173482032218092,0,0,0.0297397769516729,0,0.268277571251549,0.0353159851301115,0.0923172242874845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",3075,"Klara",825,"3","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775757575757576,0,0.143030303030303,0,0.00727272727272727,0,0.0539393939393939,0,0,0,0,0.124242424242424,0,0.0121212121212121,0.0557575757575758,0.259393939393939,0.0242424242424242,0.0933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2464,"Misha",662,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151057401812689,0,0,0,0,0,0,0,0,0,0.00151057401812689,0,0,0,0,0,0,0,0,0.006797583081571,0.000755287009063444,0.0120845921450151,0,0.0830815709969789,0,0.0377643504531722,0,0,0.0392749244712991,0.00528700906344411,0,0.317220543806647,0.0430513595166163,0.148036253776435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2258,"Misha",739,"4","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023680649526387,0,0,0,0,0,0,0,0,0,0.0013531799729364,0,0,0,0,0,0,0,0,0.0060893098782138,0.0514208389715832,0.0040595399188092,0,0.013531799729364,0,0,0.0189445196211096,0,0.047361299052774,0.0209742895805142,0,0.283491204330176,0.0480378890392422,0.125845737483085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",3825,"Misha",678,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051622418879056,0,0,0,0,0,0.146017699115044,0.0162241887905605,0,0,0.03023598820059,0,0.307522123893805,0.0471976401179941,0.0110619469026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2391,"Misha",700,"4","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357142857142857,0,0.00928571428571429,0,0,0,0.00142857142857143,0,0,0,0.0514285714285714,0,0.293571428571429,0.0664285714285714,0.109285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",3264,"Misha",603,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995024875621891,0,0,0,0,0,0,0,0,0,0.0290215588723051,0,0,0,0,0,0,0,0,0.0190713101160862,0,0.00912106135986733,0,0,0,0.627694859038143,0,0,0.00829187396351575,0.00580431177446103,0,0.339137645107794,0.0621890547263682,0.0729684908789386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",3750,"Walimah",673,"2","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520059435364042,0,0,0,0,0,0,0,0,0,0,0,0,0.0683506686478455,0.00445765230312036,0.00742942050520059,0,0,0.00222882615156018,0,0,0.0728083209509658,0,0,0,0,0.0594353640416048,0,0.024517087667162,0.153789004457652,0.303863298662704,0,0.0237741456166419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",3055,"Kumara",710,"3","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0.00563380281690141,0,0,0.0633802816901408,0,0,0.00422535211267606,0.00422535211267606,0.00422535211267606,0.0140845070422535,0.0161971830985915,0.0140845070422535,0,0,0.143661971830986,0.0704225352112676,0.0795774647887324,0.0295774647887324,0.276056338028169,0.0443661971830986,0.114788732394366,0,0,0,0,0,0,0.00704225352112676,0,0,0,0,0,0,0,0,0
"25",4980,"Betsy",588,"4","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442176870748299,0,0,0,0,0,0.0187074829931973,0,0,0.076530612244898,0.00850340136054422,0.0170068027210884,0,0.324829931972789,0.0136054421768707,0.134353741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2286,"Misha",677,"4","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147710487444609,0,0,0,0,0,0,0,0,0,0,0.000738552437223043,0,0.0997045790251108,0,0,0.142540620384047,0,0.0295420974889217,0.0214180206794682,0,0.280649926144756,0.0502215657311669,0.266617429837518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",4063,"Misha",635,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047244094488189,0.0047244094488189,0,0,0,0,0.0346456692913386,0.047244094488189,0,0.0125984251968504,0.0110236220472441,0,0.297637795275591,0.0433070866141732,0.0401574803149606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",3204,"Misha",685,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364963503649635,0.00437956204379562,0,0,0,0,0,0,0,0,0,0.0226277372262774,0,0,0,0,0,0,0,0,0.00948905109489051,0.0605839416058394,0.0313868613138686,0,0.054014598540146,0.0131386861313869,0.00583941605839416,0,0,0.0072992700729927,0.0116788321167883,0,0.27007299270073,0.062043795620438,0.0343065693430657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2689,"Misha",682,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146627565982405,0,0,0,0,0,0,0,0,0.00513196480938416,0,0,0,0,0,0,0,0.0124633431085044,0,0.0256598240469208,0,0,0,0,0,0,0,0,0.0109970674486804,0.00439882697947214,0.0131964809384164,0,0,0,0.0366568914956012,0,0,0.030058651026393,0.0197947214076246,0,0.269794721407625,0.1158357771261,0.0608504398826979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",3238,"Walimah",668,"1","infant",0,0,0,0,0,0.0149700598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149700598802395,0,0,0,0,0.0553892215568862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748502994011976,0,0,0.0164670658682635,0,0.00748502994011976,0.0449101796407186,0,0,0.0643712574850299,0,0.164670658682635,0.0179640718562874,0.0696107784431138,0.13248502994012,0.275449101796407,0,0.0149700598802395,0,0,0,0,0,0,0,0.00748502994011976,0,0,0,0,0,0,0,0
"31",3581,"Walimah",667,"2","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749625187406297,0,0,0,0,0,0,0,0,0,0,0,0,0.205397301349325,0.0134932533733133,0,0,0,0,0,0,0.0644677661169415,0,0,0,0,0.0299850074962519,0,0.00224887556221889,0.0659670164917541,0.275862068965517,0,0.0427286356821589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2397,"Misha",652,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230061349693252,0,0,0,0,0,0,0,0,0,0,0.0053680981595092,0,0.0130368098159509,0,0,0,0.0306748466257669,0.0306748466257669,0,0.0153374233128834,0.0283742331288344,0,0.281441717791411,0.0260736196319018,0.0207055214723926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2541,"Misha",662,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0.0188821752265861,0,0,0,0,0,0,0,0,0,0.00226586102719033,0.0113293051359517,0.00302114803625378,0,0,0,0,0,0,0,0.00377643504531722,0,0.276435045317221,0.0226586102719033,0.0694864048338369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",3818,"Misha",653,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153139356814701,0,0,0,0,0.0229709035222052,0,0,0,0,0,0,0,0.00459418070444104,0,0,0,0.0643185298621746,0,0,0,0,0.00765696784073507,0.0451761102603369,0,0.276416539050536,0.0627871362940276,0.108728943338438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",3863,"Misha",637,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298273155416013,0,0,0,0,0,0,0,0.00235478806907378,0.0400313971742543,0,0,0,0,0.0172684458398744,0,0,0,0.00941915227629513,0,0.283359497645212,0.0259026687598116,0.0989010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2683,"Sri",662,"5","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226586102719033,0,0,0,0,0,0,0,0.0264350453172205,0,0.0105740181268882,0,0,0,0,0,0,0,0,0.00528700906344411,0.00302114803625378,0.00830815709969789,0,0,0,0.0558912386706949,0.0377643504531722,0,0.0438066465256798,0.0147280966767372,0,0.272280966767372,0.0694864048338369,0.117824773413897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",3570,"Walimah",552,"2","infant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036231884057971,0,0,0.0271739130434783,0,0,0.0923913043478261,0,0,0,0,0.0271739130434783,0.036231884057971,0.00905797101449275,0.384057971014493,0.320652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2661,"Misha",675,"5","adol female",0,0,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0.00148148148148148,0,0,0,0.00296296296296296,0,0,0,0,0,0.00296296296296296,0,0,0.0148148148148148,0.0111111111111111,0.0185185185185185,0,0,0,0,0,0,0,0,0.0192592592592593,0.0192592592592593,0.0237037037037037,0,0,0,0.0222222222222222,0,0,0.159259259259259,0.0111111111111111,0,0.261481481481481,0.1,0.0711111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222
"39",2745,"Misha",748,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000668449197860963,0,0,0,0.0681818181818182,0,0,0,0,0,0,0,0.00401069518716578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467914438502674,0,0.231283422459893,0.126336898395722,0.162433155080214,0,0,0,0,0,0,0,0,0,0.000668449197860963,0,0,0,0,0,0
"40",3148,"Misha",695,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949640287769784,0.00287769784172662,0,0,0,0,0,0,0,0,0,0,0,0.0100719424460432,0.00143884892086331,0.00287769784172662,0,0.000719424460431655,0,0.0330935251798561,0.0115107913669065,0,0,0.179136690647482,0,0.248920863309353,0.104676258992806,0.0794964028776978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143884892086331
"41",3847,"Misha",786,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636132315521629,0,0,0,0,0,0,0,0.0235368956743003,0,0.0165394402035623,0,0.00127226463104326,0,0,0,0,0,0,0.0152671755725191,0.00508905852417303,0.00254452926208651,0,0,0.00636132315521628,0.0699745547073791,0.0318066157760814,0,0.0241730279898219,0.0120865139949109,0,0.21882951653944,0.0451653944020356,0.0674300254452926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",3206,"Misha",644,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077639751552795,0,0,0,0,0,0,0.00077639751552795,0,0,0,0.0031055900621118,0,0.0015527950310559,0,0,0,0.0908385093167702,0.031055900621118,0,0.0077639751552795,0.0395962732919255,0,0.263198757763975,0.0951086956521739,0.0570652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",3696,"Misha",741,"6","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607287449392713,0.0242914979757085,0,0,0,0,0,0,0,0.0114709851551957,0.0067476383265857,0,0,0.0067476383265857,0,0.0067476383265857,0,0,0,0.0195681511470985,0,0.228070175438596,0.0614035087719298,0.058029689608637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2547,"Misha",605,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330578512396694,0,0,0,0,0,0,0,0,0,0.0206611570247934,0,0,0,0,0,0,0,0,0.0256198347107438,0.00330578512396694,0.00578512396694215,0,0.0165289256198347,0,0.0297520661157025,0,0,0.087603305785124,0.0206611570247934,0,0.278512396694215,0.0553719008264463,0.031404958677686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",3520,"Roman",632,"7","flanged male",0,0,0,0,0,0,0,0,0,0,0,0.00158227848101266,0,0.00395569620253165,0,0,0,0,0,0.000791139240506329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791139240506329,0,0,0.0110759493670886,0.00791139240506329,0.00395569620253165,0.0142405063291139,0,0,0,0,0,0,0,0.0126582278481013,0.00237341772151899,0,0,0,0.147151898734177,0,0,0,0.00474683544303797,0,0.265822784810127,0.064873417721519,0.166930379746835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",852,"Roman",795,"7","flanged male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880503144654088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251572327044025,0,0,0,0,0,0,0,0,0,0.0050314465408805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119496855345912,0.0232704402515723,0,0.210691823899371,0.0276729559748428,0.10440251572327,0,0,0,0,0,0,0,0,0.00125786163522013,0,0,0,0,0,0,0
"47",1924,"Misha",730,"4","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178082191780822,0,0,0,0,0,0,0,0,0,0.00616438356164384,0,0,0,0,0,0,0,0,0.0157534246575342,0.000684931506849315,0.0664383561643836,0,0,0,0.0315068493150685,0.010958904109589,0,0.00821917808219178,0.00616438356164384,0,0.227397260273973,0.0294520547945205,0.0897260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",3290,"Kumara",743,"3","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180349932705249,0,0,0,0,0,0.0336473755047106,0,0,0,0,0,0,0,0,0,0,0,0,0.0228802153432032,0,0.0134589502018843,0,0,0,0,0,0,0,0,0.243606998654105,0.0134589502018843,0.0053835800807537,0,0.223418573351279,0,0.00403768506056528,0,0.00672947510094213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2399,"Misha",713,"5","adol female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000701262272089762,0,0,0,0,0.00210378681626928,0,0,0.0210378681626928,0.00210378681626928,0,0,0,0,0,0,0,0,0,0.00210378681626928,0.0154277699859748,0.00771388499298738,0,0,0,0.0638148667601683,0.0287517531556802,0,0.0168302945301543,0.00561009817671809,0,0.230014025245442,0.0532959326788219,0.214586255259467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",1428,"Misha",734.5,"4","juvenile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010211027910143,0,0,0,0,0.00408441116405718,0,0,0,0,0,0,0,0,0,0,0,0,0.0190605854322668,0,0.0122532334921715,0,0,0,0,0,0,0.044928522804629,0.0503744043567052,0,0.220558202859088,0.0966643975493533,0.0912185159972771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",9811,"Bayas",643.7,"4","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110558748899591,0.0152762674123557,0,0,0,0,0,0,0,0,0.0390968877841645,0,0.0800838900108746,0,0.250375433690643,0.0024338459945109,0.273937134275801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2315,"Jari Manis",674,"7","flanged male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192878338278932,0,0,0,0.00741839762611276,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0.00816023738872404,0,0,0.0207715133531157,0.00964391691394659,0,0.238872403560831,0.0207715133531157,0.134272997032641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
