"","FollowNumber","Name","Age","Sex","DiversityScore"
"589",3588,"misha",6,"F",1.5450610131708
"590",909,"misha",3,"F",2.25412538301992
"591",1060,"misha",4,"F",2.44663155359032
"592",1105,"misha",4,"F",2.00172924892587
"593",2004,"misha",4,"F",2.0859090330154
"594",3149,"misha",5,"F",1.94454248165523
"595",1419,"misha",4,"F",1.68709105466705
"596",1806,"misha",4,"F",1.98940583667969
"597",1909,"misha",4,"F",2.13055121923657
"598",2765,"misha",5,"F",1.70932713588019
"599",625,"misha",3,"F",1.75369370033444
"600",1855,"misha",4,"F",1.93400939821085
"601",2615,"misha",5,"F",1.58806193728617
"602",2666,"misha",5,"F",1.86642798108425
"603",2820,"misha",5,"F",1.66010403358762
"604",801,"misha",3,"F",2.46582186467577
"605",3396,"misha",5,"F",2.08692722597141
"606",1033,"misha",4,"F",2.29982414097602
"607",1851,"misha",4,"F",1.7387857901617
"608",1919,"misha",4,"F",2.06935851471872
"609",2229,"misha",4,"F",2.13122397341146
"610",2829,"misha",5,"F",1.66303912976636
"611",2466,"misha",5,"F",2.0064221610839
"612",648,"misha",3,"F",2.32106732158873
"613",2175,"misha",4,"F",1.70871351850128
"614",2156,"misha",4,"F",1.03408583659433
"615",2171,"misha",4,"F",1.90380552047587
"616",2249,"misha",4,"F",2.07505074721842
"617",651,"misha",3,"F",2.46627711942895
"618",851,"misha",3,"F",1.6937955179794
"619",2036,"misha",4,"F",2.11324959683794
"620",2279,"misha",4,"F",1.79462038433941
"621",2503,"misha",5,"F",0.84153344245358
"622",1050,"misha",4,"F",2.03141486101409
"623",1454,"misha",4,"F",2.08797199546647
"624",1518,"misha",4,"F",1.15991235298441
"625",1546,"misha",4,"F",2.25223595673692
"626",1438,"misha",4,"F",1.76973856782793
"627",2788,"misha",5,"F",1.6427970822026
"628",3208,"misha",5,"F",2.32770819642439
"629",984,"misha",4,"F",2.65723668381908
"630",1113,"misha",4,"F",1.70460489737735
"631",1158,"misha",4,"F",2.15833951351008
"632",2439,"misha",5,"F",1.11996128290331
"633",2727,"misha",5,"F",2.35749416061047
"634",1165,"misha",4,"F",1.61147049335462
"635",1162,"misha",4,"F",2.10360313802708
"636",3342,"misha",5,"F",1.99828436691179
"637",888,"misha",3,"F",2.02970730622954
"638",2529,"misha",5,"F",1.43241180979765
"639",2739,"misha",5,"F",1.90116284996152
"640",3210,"misha",5,"F",1.93722844970327
"641",1646,"misha",4,"F",2.32861820080454
"642",906,"misha",3,"F",2.34917450381922
"643",1466,"misha",4,"F",1.50546683998499
"644",1123,"misha",4,"F",2.33143224943848
"645",642,"misha",3,"F",1.92682112742041
"646",758,"misha",3,"F",1.7838091541884
"647",1831,"misha",4,"F",1.64566439203634
"648",2262,"misha",4,"F",1.65086514365418
"649",3559,"misha",6,"F",1.7719339014977
"650",1795,"misha",4,"F",2.56021785386313
"651",663,"misha",3,"F",2.01964492739295
"652",897,"misha",3,"F",2.33221432155672
"653",1913,"misha",4,"F",1.64854717472583
"654",645,"misha",3,"F",1.53302937240529
"655",1160,"misha",4,"F",2.31907764710028
"656",2801,"misha",5,"F",2.10587030122807
"657",3150,"misha",5,"F",1.27291070270413
"658",2254,"misha",4,"F",1.9817058044148
"659",2770,"misha",5,"F",1.5296823267438
"660",1981,"misha",4,"F",1.24000247290923
"661",2395,"misha",4,"F",1.88688498802345
"662",2531,"misha",5,"F",1.44647434707845
"663",2188,"misha",4,"F",2.25669956397026
"664",4400,"misha",6,"F",1.03065089112524
"665",991,"misha",4,"F",1.61386787584922
"666",1551,"misha",4,"F",2.02800168888881
"667",2283,"misha",4,"F",1.85448728435962
"668",3712,"misha",6,"F",1.71334144498476
"669",3402,"misha",5,"F",1.89594010920643
"670",1003,"misha",4,"F",2.37376356373146
"671",1063,"misha",4,"F",1.76664705438607
"672",1261,"misha",4,"F",1.85210548433331
"673",1786,"misha",4,"F",1.65653728923879
"674",1792,"misha",4,"F",1.64294379710546
"675",3615,"misha",6,"F",1.86349719376597
"676",677,"misha",3,"F",1.3539808256042
"677",612,"misha",3,"F",1.34223092653331
"678",1041,"misha",4,"F",1.91989978280834
"679",1273,"misha",4,"F",1.6455010946834
"680",1411,"misha",4,"F",1.57532396884957
"681",2162,"misha",4,"F",1.71569399645662
"682",2166,"misha",4,"F",1.8653183454159
"683",2523,"misha",5,"F",1.60359486528183
"684",2624,"misha",5,"F",1.40701082899829
"685",2685,"misha",5,"F",0.854340610891319
"686",2874,"misha",5,"F",1.88067237894682
"687",2880,"misha",5,"F",1.76883340073055
"688",1432,"misha",4,"F",1.42843181336279
"689",1986,"misha",4,"F",1.95686915281851
"690",2170,"misha",4,"F",1.90367960268662
"691",2191,"misha",4,"F",2.0938444706759
"692",912,"misha",3,"F",1.96222284980029
"693",1144,"misha",4,"F",1.50122273779502
"694",1966,"misha",4,"F",2.27577245314245
"695",2869,"misha",5,"F",1.71780016880255
"696",3733,"misha",6,"F",1.53709614349533
"697",1056,"misha",4,"F",2.57468555068921
"698",1843,"misha",4,"F",2.43307364945701
"699",2234,"misha",4,"F",1.4550992277061
"700",2535,"misha",5,"F",1.32627188862996
"701",2865,"misha",5,"F",1.85719877565737
"702",661,"misha",3,"F",1.36411459970325
"703",2194,"misha",4,"F",1.63205912657739
"704",1881,"misha",4,"F",1.92069210087319
"705",534,"misha",3,"F",2.1147995924241
"706",622,"misha",3,"F",2.24607706753291
"707",1148,"misha",4,"F",2.11761425230016
"708",1825,"misha",4,"F",1.46997463114558
"709",1971,"misha",4,"F",1.2463764590091
"710",3023,"misha",5,"F",1.12804438453342
"711",3196,"misha",5,"F",2.27140390630823
"712",1001,"misha",4,"F",1.65463082716211
"713",1877,"misha",4,"F",1.86304075127424
"714",2275,"misha",4,"F",1.40490413748961
"715",628,"misha",3,"F",1.7251762412237
"716",1894,"misha",4,"F",0.808656181288448
"717",2805,"misha",5,"F",1.50957494197774
"718",890,"misha",3,"F",3.18617332401109
"719",1781,"misha",4,"F",1.61015991142153
"720",2389,"misha",4,"F",1.99316409438702
"721",2991,"misha",5,"F",1.37671817435155
"722",2858,"misha",5,"F",1.71896050442392
"723",1766,"misha",4,"F",1.70146026872838
"724",518,"misha",3,"F",0.734629205914826
"725",608,"misha",3,"F",2.01082178330797
"726",847,"misha",3,"F",1.37510336744127
"727",996,"misha",4,"F",1.73917326358813
"728",999,"misha",4,"F",2.29816206538972
"729",1109,"misha",4,"F",2.06494596658566
"730",1275,"misha",4,"F",1.17150020766883
"731",1789,"misha",4,"F",2.22448211431637
"732",1812,"misha",4,"F",1.31336027534932
"733",1819,"misha",4,"F",1.39767989478672
"734",1866,"misha",4,"F",1.53801923615952
"735",2159,"misha",4,"F",1.83397066149917
"736",2167,"misha",4,"F",1.08385435316395
"737",3214,"misha",5,"F",1.66930288816178
"738",4219,"misha",6,"F",1.24106741622169
"739",4223,"misha",6,"F",1.6419552055821
"740",4225,"misha",6,"F",1.76002661625144
"741",1018,"misha",4,"F",2.00156709254683
"742",1031,"misha",4,"F",1.50717070446894
"743",1014,"misha",4,"F",1.00813596136292
"744",1025,"misha",4,"F",1.80769479822044
"745",1037,"misha",4,"F",2.34372118991291
"746",1044,"misha",4,"F",1.94419138287193
"747",2165,"misha",4,"F",1.69692296757214
"748",2498,"misha",5,"F",1.43615357449392
"749",2539,"misha",5,"F",1.61313756768483
"750",4143,"misha",6,"F",1.41275899636657
"751",619,"misha",3,"F",2.13229511590632
"752",665,"misha",3,"F",1.29170011830957
"753",673,"misha",3,"F",1.46405505891288
"754",679,"misha",3,"F",1.69547816692162
"755",756,"misha",3,"F",1.19960417051532
"756",819,"misha",3,"F",1.13352921246496
"757",903,"misha",3,"F",1.98311209507369
"758",988,"misha",4,"F",1.32739156083646
"759",993,"misha",4,"F",1.27511893315448
"760",1005,"misha",4,"F",1.69648740506548
"761",1028,"misha",4,"F",1.96051055794703
"762",1138,"misha",4,"F",1.61849692578193
"763",1151,"misha",4,"F",1.34686255010619
"764",1259,"misha",4,"F",2.14755680251231
"765",1449,"misha",4,"F",1.90215285746622
"766",1488,"misha",4,"F",1.65810388658097
"767",1762,"misha",4,"F",1.23592838484246
"768",1834,"misha",4,"F",1.49950836081846
"769",1927,"misha",4,"F",1.16977414676217
"770",1962,"misha",4,"F",1.81854801786651
"771",1976,"misha",4,"F",1.52989147120771
"772",2009,"misha",4,"F",1.99739855034366
"773",2040,"misha",4,"F",1.86081631260016
"774",2044,"misha",4,"F",1.53876042306554
"775",2270,"misha",4,"F",1.27206293392017
"776",2290,"misha",4,"F",1.19851563505979
"777",2295,"misha",4,"F",0.538267453228341
"778",2656,"misha",5,"F",1.12197064575049
"779",2852,"misha",5,"F",1.62770205921041
"780",3202,"misha",5,"F",1.14168355005775
"781",3709,"misha",6,"F",1.86267149432065
"782",3743,"misha",6,"F",1.08490367723169
"783",3812,"misha",6,"F",2.19636852130213
"784",4153,"misha",6,"F",1.04898706096605
"785",4165,"misha",6,"F",1.05584971735847
"786",4213,"misha",6,"F",0.790127201664802
"787",4218,"misha",6,"F",1.0649008212905
"788",4234,"misha",6,"F",0.479714666149184
"789",4318,"misha",6,"F",0.347008927961677
"790",4327,"misha",6,"F",0.512723096745552
"791",4401,"misha",6,"F",1.12191686374585
"792",4405,"misha",6,"F",0.761501377705671
"793",1326,"roman",7,"M",1.19119753916826
"794",3390,"roman",7,"M",1.32216738616647
"795",3520,"roman",7,"M",1.65841015917274
"796",852,"roman",7,"M",1.49226124247672
"797",3368,"roman",7,"M",1.65448067659962
"798",848,"roman",7,"M",1.49381714562687
"799",3805,"roman",7,"M",1.19469640005978
"800",3383,"roman",7,"M",1.31933152195837
"801",2430,"roman",7,"M",1.76317720241066
"802",3322,"roman",7,"M",1.77988059101772
"803",3207,"roman",7,"M",1.56380006777882
"804",3168,"roman",7,"M",1.68693871961016
"805",1557,"roman",7,"M",1.59320835042643
"806",2013,"roman",7,"M",2.44766159126372
"807",1393,"roman",7,"M",1.89287730268393
"808",3425,"roman",7,"M",1.57758360958459
"809",3156,"roman",7,"M",2.07519181849155
"810",3394,"roman",7,"M",2.16481645626011
"811",1953,"roman",7,"M",2.18197154311423
"812",3389,"roman",7,"M",1.88270092596136
"813",397,"roman",7,"M",1.31833747333943
"814",2610,"roman",7,"M",1.4195157596723
"815",3972,"roman",7,"M",1.85193550780581
"816",3952,"roman",7,"M",1.7611620013446
"817",237,"roman",7,"M",0.992526162360228
"818",4183,"roman",7,"M",1.93618463356096
"819",2616,"roman",7,"M",1.76949236127355
"820",807,"roman",7,"M",2.04949482567037
"821",1389,"roman",7,"M",1.9868892279851
"822",1959,"roman",7,"M",2.51667450715689
"823",2983,"roman",7,"M",1.93038758081107
"824",2600,"roman",7,"M",1.21138108602283
"825",3104,"roman",7,"M",1.66239814759193
"826",695,"roman",7,"M",1.20121955926184
"827",3653,"roman",7,"M",2.29495041872069
"828",1329,"roman",7,"M",1.35366186210132
"829",1332,"roman",7,"M",2.09890170665647
"830",1666,"roman",7,"M",1.89201738654376
"831",838,"roman",7,"M",2.17882470243836
"832",540,"roman",7,"M",2.23024544964599
"833",3173,"roman",7,"M",1.64251382766384
"834",1401,"roman",7,"M",1.99318646282476
"835",1925,"roman",7,"M",1.33289443262383
"836",2605,"roman",7,"M",2.23813092426757
"837",3011,"roman",7,"M",2.26900918220974
"838",1660,"roman",7,"M",1.56959925948488
"839",448,"roman",7,"M",2.39410957748059
"840",3386,"roman",7,"M",2.08582949272341
"841",939,"roman",7,"M",1.61298839680919
"842",3147,"roman",7,"M",2.059890643637
"843",234,"roman",7,"M",1.35265767094894
"844",527,"roman",7,"M",1.98280211318907
"845",3375,"roman",7,"M",1.64112500655332
"846",1668,"roman",7,"M",2.20457157812651
"847",1656,"roman",7,"M",1.49335183835258
"848",3313,"roman",7,"M",1.21365429631555
"849",1128,"roman",7,"M",1.92313945918955
"850",3429,"roman",7,"M",1.92037118395185
"851",946,"roman",7,"M",1.99454731379055
"852",1101,"roman",7,"M",1.86390750220624
"853",1588,"roman",7,"M",1.81854873776154
"854",978,"roman",7,"M",2.28957786518879
"855",3138,"roman",7,"M",2.2934919009557
"856",714,"roman",7,"M",1.46838899319283
"857",1397,"roman",7,"M",1.85888619713932
"858",1967,"roman",7,"M",2.14892107660105
"859",2021,"roman",7,"M",2.07141607178224
"860",3311,"roman",7,"M",1.87698294244771
"861",486,"roman",7,"M",1.63473680197241
"862",2081,"roman",7,"M",1.46366852689435
"863",3596,"roman",7,"M",1.6411001708547
"864",307,"roman",7,"M",2.21354029930246
"865",409,"roman",7,"M",1.03149054379793
"866",689,"roman",7,"M",1.51706703874895
"867",2052,"roman",7,"M",1.86919796325547
"868",3432,"roman",7,"M",1.72187027697195
"869",3142,"roman",7,"M",2.26568737621698
"870",3303,"roman",7,"M",0.791415254306448
"871",3433,"roman",7,"M",2.02289546642644
"872",1963,"roman",7,"M",2.44413627097388
"873",2568,"roman",7,"M",0.657482439767026
"874",197,"roman",7,"M",1.3557856350149
"875",1920,"roman",7,"M",1.89073757606226
"876",2033,"roman",7,"M",1.69347415856726
"877",3620,"roman",7,"M",2.16738230732217
"878",3734,"roman",7,"M",1.13608800522796
"879",3190,"roman",7,"M",0.884157823332165
"880",2005,"roman",7,"M",2.05144346575897
"881",1937,"roman",7,"M",2.3575899909689
"882",4166,"roman",7,"M",2.02139564995661
"883",521,"roman",7,"M",1.94974789497042
"884",1931,"roman",7,"M",1.92947647459676
"885",2580,"roman",7,"M",1.4287927103414
"886",3318,"roman",7,"M",1.88055404911707
"887",2059,"roman",7,"M",1.93340516343934
"888",1597,"roman",7,"M",1.60907176100529
"889",2010,"roman",7,"M",2.52632071727229
"890",3176,"roman",7,"M",1.96198098213115
"891",496,"roman",7,"M",0.942214520298228
"892",2014,"roman",7,"M",2.73210484381164
"893",2058,"roman",7,"M",1.4730365865946
"894",2291,"roman",7,"M",1.4355399628183
"895",2296,"roman",7,"M",2.33694849044378
"896",3182,"roman",7,"M",1.42356492067975
"897",485,"roman",7,"M",1.57970015251278
"898",2725,"roman",7,"M",1.80189433120807
"899",3428,"roman",7,"M",1.90243529178823
"900",2960,"roman",7,"M",2.30656865563287
"901",443,"roman",7,"M",1.65403201151712
"902",1093,"roman",7,"M",1.52060553298379
"903",2595,"roman",7,"M",2.16542235063886
"904",3079,"roman",7,"M",2.20609460468199
"905",4161,"roman",7,"M",1.57010139069996
"906",3646,"roman",7,"M",2.05329492430787
"907",487,"roman",7,"M",1.62635281486281
"908",1658,"roman",7,"M",1.92659390603158
"909",2815,"roman",7,"M",2.08127234215567
"910",2054,"roman",7,"M",2.0369466654591
"911",2958,"roman",7,"M",2.04194198516898
"912",195,"roman",7,"M",1.21500913971939
"913",715,"roman",7,"M",1.74987833111065
"914",1928,"roman",7,"M",1.41523849372873
"915",2157,"roman",7,"M",1.6824033191743
"916",2306,"roman",7,"M",1.78565430702389
"917",3224,"roman",7,"M",1.18379360738847
"918",3305,"roman",7,"M",1.55785112697611
"919",3758,"roman",7,"M",1.29236771385495
"920",3174,"roman",7,"M",1.86079365016415
"921",3178,"roman",7,"M",2.09783274271087
"922",3209,"roman",7,"M",1.20302587828461
"923",3522,"roman",7,"M",1.76171975880304
"924",3803,"roman",7,"M",2.03368836400421
"925",961,"roman",7,"M",1.96613592750271
"926",224,"roman",7,"M",1.33658223003193
"927",399,"roman",7,"M",0.834991711743401
"928",687,"roman",7,"M",1.63346158756014
"929",1006,"roman",7,"M",1.73863237890494
"930",2015,"roman",7,"M",2.59405022154107
"931",3502,"roman",7,"M",1.27174418369334
"932",976,"roman",7,"M",2.30543453312569
"933",802,"roman",7,"M",0.584763327387975
"934",1593,"roman",7,"M",1.43885297734315
"935",3205,"roman",7,"M",1.51763267640788
"936",3211,"roman",7,"M",2.08869803999427
"937",3222,"roman",7,"M",0.887819372544774
"938",3431,"roman",7,"M",1.64215949586572
"939",3947,"roman",7,"M",1.31645654632057
"940",4174,"roman",7,"M",1.75046317279256
"941",965,"roman",7,"M",1.54393111854937
"942",1922,"roman",7,"M",2.00571792517179
"943",377,"roman",7,"M",1.13982976870102
"944",391,"roman",7,"M",1.02005341861888
"945",412,"roman",7,"M",1.59652141480209
"946",1987,"roman",7,"M",2.35141442590383
"947",2104,"roman",7,"M",1.9374019327241
"948",2585,"roman",7,"M",1.33170191332795
"949",2590,"roman",7,"M",1.36710972699075
"950",2934,"roman",7,"M",1.02659048518507
"951",2943,"roman",7,"M",1.80096158372842
"952",394,"roman",7,"M",1.11705212050145
"953",401,"roman",7,"M",1.6420600964313
"954",3446,"roman",7,"M",1.05524615191105
"955",449,"roman",7,"M",1.19503363627684
"956",512,"roman",7,"M",0.827393212404831
"957",960,"roman",7,"M",1.63385326127767
"958",2055,"roman",7,"M",1.4884767293486
"959",243,"roman",7,"M",1.70773054538608
"960",977,"roman",7,"M",1.70486897454395
"961",1914,"roman",7,"M",1.03851828920483
"962",2000,"roman",7,"M",1.78450221925905
"963",2952,"roman",7,"M",1.61545659436367
"964",3515,"roman",7,"M",1.98732054135466
"965",523,"roman",7,"M",0.950970756645109
"966",203,"roman",7,"M",1.6409518857556
"967",208,"roman",7,"M",1.05260478329136
"968",221,"roman",7,"M",1.27470499330577
"969",228,"roman",7,"M",0.410482597560576
"970",233,"roman",7,"M",1.42445637328072
"971",303,"roman",7,"M",0.969512008290355
"972",320,"roman",7,"M",0.695772805210506
"973",374,"roman",7,"M",1.3441641415596
"974",375,"roman",7,"M",0.951662932238509
"975",376,"roman",7,"M",0.208106289543337
"976",403,"roman",7,"M",1.02006611900407
"977",446,"roman",7,"M",1.83121566870671
"978",450,"roman",7,"M",1.19836239875438
"979",542,"roman",7,"M",0.736798533898073
"980",584,"roman",7,"M",1.01734391885844
"981",730,"roman",7,"M",1.80277633338693
"982",952,"roman",7,"M",1.52108260098407
"983",957,"roman",7,"M",1.2309379707656
"984",997,"roman",7,"M",1.39884459487683
"985",1127,"roman",7,"M",1.50299371635835
"986",1130,"roman",7,"M",1.35610047235212
"987",1663,"roman",7,"M",1.8021457794828
"988",1948,"roman",7,"M",0.946640368488992
"989",1972,"roman",7,"M",1.57182144731851
"990",1977,"roman",7,"M",1.93773026793619
"991",1982,"roman",7,"M",2.4472865853923
"992",1991,"roman",7,"M",1.60887924124155
"993",1995,"roman",7,"M",1.47656121829415
"994",2025,"roman",7,"M",1.59386814931529
"995",2037,"roman",7,"M",0.791087124523272
"996",2041,"roman",7,"M",1.86331473167636
"997",2048,"roman",7,"M",2.1834251677441
"998",2050,"roman",7,"M",1.71671933149898
"999",2051,"roman",7,"M",2.30365608356854
"1000",2053,"roman",7,"M",1.83509867194699
"1001",2073,"roman",7,"M",1.56165236031089
"1002",2099,"roman",7,"M",1.14118765502546
"1003",2153,"roman",7,"M",0.450561208866305
"1004",2586,"roman",7,"M",1.52882718290336
"1005",2704,"roman",7,"M",1.24514196928558
"1006",2713,"roman",7,"M",1.68952622271471
"1007",2722,"roman",7,"M",2.20847307861798
"1008",2771,"roman",7,"M",2.04380162014601
"1009",2930,"roman",7,"M",1.2344932078291
"1010",2956,"roman",7,"M",1.01213349072585
"1011",3004,"roman",7,"M",1.22036271099937
"1012",3114,"roman",7,"M",2.263156160009
"1013",3171,"roman",7,"M",1.63599872343322
"1014",3186,"roman",7,"M",0.991534076172526
"1015",3449,"roman",7,"M",1.74542228716876
"1016",3724,"roman",7,"M",0.910851129590679
"1017",3730,"roman",7,"M",1.30733033890144
"1018",3748,"roman",7,"M",1.27208498850082
"1019",3752,"roman",7,"M",0.78933049801951
"1020",4163,"roman",7,"M",1.73370158663933
"1021",4202,"roman",7,"M",1.43194955157137
"1022",5534,"betsy",5,"F",1.06547466861866
"1023",5056,"betsy",4,"F",1.49542156909808
"1024",4980,"betsy",4,"F",1.45101576475346
"1025",5408,"betsy",4,"F",0.957067760846068
"1026",5537,"betsy",5,"F",1.11147869338108
"1027",5366,"betsy",4,"F",1.8265645514209
"1028",5439,"betsy",4,"F",1.57919943874866
"1029",5435,"betsy",4,"F",1.6403911198455
"1030",4994,"betsy",4,"F",1.26848359041257
"1031",5511,"betsy",5,"F",1.67489604063725
"1032",6365,"betsy",6,"F",1.34224328971667
"1033",5192,"betsy",4,"F",1.57500592653685
"1034",5441,"betsy",4,"F",1.82414729756009
"1035",5433,"betsy",4,"F",1.89381282637684
"1036",5284,"betsy",4,"F",1.93504597719308
"1037",6367,"betsy",6,"F",0.92174343600982
"1038",5299,"betsy",4,"F",1.8329580391178
"1039",6010,"betsy",5,"F",1.39017789786299
"1040",5905,"betsy",5,"F",0.875805545553025
"1041",5513,"betsy",5,"F",1.25778258185418
"1042",5661,"betsy",5,"F",1.6116317773428
"1043",4982,"betsy",4,"F",1.11053600698495
"1044",5306,"betsy",4,"F",1.00587100213832
"1045",5335,"betsy",4,"F",1.15441532237513
"1046",5196,"betsy",4,"F",1.84986967500973
"1047",5278,"betsy",4,"F",1.3471046275813
"1048",6015,"betsy",5,"F",1.22094448167222
"1049",5363,"betsy",4,"F",1.17120125023559
"1050",6239,"betsy",6,"F",0.368656663052857
"1051",5664,"betsy",5,"F",0.9381819478502
"1052",6009,"betsy",5,"F",1.58257065144044
"1053",5716,"betsy",5,"F",1.37488615807991
"1054",5416,"betsy",4,"F",0.746512533918342
"1055",6369,"betsy",6,"F",0.578401875956725
"1056",5390,"betsy",4,"F",1.21470829092258
"1057",4866,"betsy",4,"F",0.943999123535416
"1058",5302,"betsy",4,"F",0.911920399986366
"1059",4863,"betsy",4,"F",0.978524737441925
"1060",5410,"betsy",4,"F",1.45138709515779
"1061",5050,"betsy",4,"F",0.671910774168877
"1062",6017,"betsy",5,"F",0.67060489692051
"1063",4990,"betsy",4,"F",0.522144475714973
"1064",5152,"betsy",4,"F",1.94719241665275
"1065",5406,"betsy",4,"F",0.595979208337088
"1066",6016,"betsy",5,"F",0.89530228792898
"1067",6521,"betsy",6,"F",1.12501685967379
"1068",5684,"betsy",5,"F",1.26729117754734
"1069",5533,"betsy",5,"F",1.53827900266192
"1070",5360,"betsy",4,"F",1.66759912071935
"1071",5281,"betsy",4,"F",1.10932358886454
"1072",4860,"betsy",4,"F",1.31839682618281
"1073",4725,"betsy",4,"F",0.532341869662649
"1074",4754,"betsy",4,"F",1.18473891794169
"1075",4857,"betsy",4,"F",1.23921067373681
"1076",4998,"betsy",4,"F",1.18479882880755
"1077",5054,"betsy",4,"F",1.63113224569796
"1078",5059,"betsy",4,"F",0.0414328681373428
"1079",5062,"betsy",4,"F",1.27888254211135
"1080",5130,"betsy",4,"F",1.00118973966863
"1081",5275,"betsy",4,"F",1.7135999531499
"1082",5297,"betsy",4,"F",0.983386625717146
"1083",5310,"betsy",4,"F",1.67203827221773
"1084",5330,"betsy",4,"F",1.20213936714657
"1085",5371,"betsy",4,"F",0.600922221382598
"1086",5404,"betsy",4,"F",1.79348955969182
"1087",5412,"betsy",4,"F",1.1704205725727
"1088",5437,"betsy",4,"F",1.06393870037865
"1089",5509,"betsy",5,"F",0.747412034498452
"1090",5725,"betsy",5,"F",0.771770750284102
"1091",5892,"betsy",5,"F",0.404304418517311
"1092",6013,"betsy",5,"F",1.12794749409287
"1093",6370,"betsy",6,"F",1.24865586023044
"1094",3075,"klara",3,"F",2.00600515596723
"1095",4503,"klara",4,"F",0.861784068512648
"1096",3068,"klara",3,"F",2.15151524825175
"1097",4355,"klara",4,"F",1.34275788726069
"1098",4277,"klara",4,"F",1.39746853670162
"1099",4296,"klara",4,"F",1.61148418606535
"1100",4308,"klara",4,"F",1.63196170868557
"1101",4456,"klara",4,"F",1.05228494845595
"1102",4241,"klara",4,"F",1.23975176599651
"1103",4244,"klara",4,"F",1.53679684409245
"1104",4250,"klara",4,"F",0.803495396733696
"1105",4459,"klara",4,"F",1.55136930081027
"1106",4281,"klara",4,"F",1.18879991585127
"1107",3071,"klara",3,"F",2.48737588696072
"1108",4247,"klara",4,"F",1.24967352892372
"1109",4239,"klara",4,"F",1.10871505334778
"1110",4273,"klara",4,"F",1.43729848853334
"1111",4300,"klara",4,"F",0.877595508512582
"1112",4304,"klara",4,"F",0.786590343755474
"1113",4312,"klara",4,"F",1.55808183914758
"1114",4351,"klara",4,"F",0.592996630684446
"1115",4358,"klara",4,"F",1.23632883714807
"1116",4453,"klara",4,"F",0.721890406393967
"1117",3055,"kumara",3,"M",2.15227563149226
"1118",3290,"kumara",3,"M",1.56688721838982
"1119",3921,"kumara",4,"M",1.64553552673512
"1120",3896,"kumara",4,"M",1.81861839700367
"1121",3911,"kumara",4,"M",1.56894941082814
"1122",4193,"kumara",4,"M",1.5318262168435
"1123",3061,"kumara",3,"M",2.04319630241499
"1124",3058,"kumara",3,"M",2.03817370753968
"1125",4212,"kumara",4,"M",1.80436765917931
"1126",4189,"kumara",4,"M",1.80561715785759
"1127",3770,"kumara",3,"M",1.62527436047041
"1128",3333,"kumara",3,"M",1.88594047004517
"1129",4208,"kumara",4,"M",1.74170673389315
"1130",3767,"kumara",3,"M",1.35016087488687
"1131",3378,"kumara",3,"M",1.92125334988319
"1132",4483,"kumara",4,"M",0.932968935041707
"1133",4450,"kumara",4,"M",1.0829244670519
"1134",3870,"kumara",4,"M",1.73690919936149
"1135",3329,"kumara",3,"M",2.21550438390811
"1136",3108,"kumara",3,"M",2.48296314104759
"1137",3916,"kumara",4,"M",1.22535924613185
"1138",3773,"kumara",3,"M",1.79648965495195
"1139",3416,"kumara",3,"M",2.25183707086088
"1140",3051,"kumara",3,"M",1.93992932265233
"1141",4471,"kumara",4,"M",1.28753328944531
"1142",3339,"kumara",3,"M",1.64247739784231
"1143",4210,"kumara",4,"M",1.04738867239659
"1144",4469,"kumara",4,"M",0.554684572676278
"1145",4196,"kumara",4,"M",1.82284602510578
"1146",4437,"kumara",4,"M",1.00805962376659
"1147",3065,"kumara",3,"M",2.31166051426926
"1148",3420,"kumara",3,"M",1.89819061833649
"1149",3694,"kumara",3,"M",1.61401804644035
"1150",4099,"kumara",4,"M",1.41532916117775
"1151",4186,"kumara",4,"M",0.679677863950485
"1152",4442,"kumara",4,"M",0.857305082769615
"1153",4446,"kumara",4,"M",0.958574485880443
"1154",4467,"kumara",4,"M",0.904216340211532
"1155",4477,"kumara",4,"M",0.3531693834438
"1156",9811,"bayas",4,"M",1.32645557717773
"1157",10317,"bayas",5,"M",1.14209676751003
"1158",9908,"bayas",4,"M",1.39865573946537
"1159",10394,"bayas",5,"M",1.18027308269147
"1160",10422,"bayas",5,"M",1.53348395070678
"1161",9555,"bayas",4,"M",1.60434435684192
"1162",9561,"bayas",4,"M",0.991249965770505
"1163",9115,"bayas",4,"M",1.67494738385276
"1164",9706,"bayas",4,"M",1.3944738855628
"1165",9965,"bayas",4,"M",0.879665971686161
"1166",10338,"bayas",5,"M",1.29238563660472
"1167",10673,"bayas",5,"M",0.814912000054841
"1168",9730,"bayas",4,"M",1.11792732229193
"1169",10412,"bayas",5,"M",1.52636628229728
"1170",9738,"bayas",4,"M",1.53184120362086
"1171",9817,"bayas",4,"M",1.56294293711807
"1172",9692,"bayas",4,"M",1.04171297028332
"1173",10404,"bayas",5,"M",1.2085837455817
"1174",9806,"bayas",4,"M",1.21987196934201
"1175",10104,"bayas",4,"M",1.21384628316709
"1176",10333,"bayas",5,"M",1.32397679355897
"1177",9815,"bayas",4,"M",1.32411523058908
"1178",9696,"bayas",4,"M",1.31588003772748
"1179",9503,"bayas",4,"M",1.75319978759255
"1180",10409,"bayas",5,"M",1.81308415199878
"1181",9704,"bayas",4,"M",1.05278434572115
"1182",10315,"bayas",5,"M",1.32982442691731
"1183",9684,"bayas",4,"M",1.01027544600537
"1184",9686,"bayas",4,"M",0.754266246652044
"1185",10319,"bayas",5,"M",0.828857302669217
